cv_mean	cv_std	min_taken	best_iteration	eta	max_depth	min_child_weight	gamma	subsample	colsample_bytree	alpha
0.63	0.019218	0.62094	707	0.03	1	100	1	1	0.8	1
0.6299	0.01828	0.13863	48	0.5	1	100	1	0.6	0.5	1
0.6299	0.018787	0.13923	29	0.4	1	100	1	0.6	0.8	1
0.62989	0.016597	0.18403	32	0.3	2	100	1	0.6	0.8	1
0.62986	0.019755	0.66808	725	0.03	1	100	1	1	0.9	1
0.62985	0.013091	0.163	39	0.3	2	100	1	0.6	0.5	1
0.6298	0.016036	0.22658	87	0.3	2	100	1	0.9	0.7	1
0.62979	0.01614	0.17902	51	0.3	2	100	1	0.8	0.6	1
0.62977	0.024238	0.14238	52	0.4	1	100	1	0.8	0.5	1
0.62976	0.0095376	0.22699	161	0.3	1	100	1	0.8	0.6	1
0.62976	0.0196	0.18277	30	0.6	2	100	1	0.9	0.9	1
0.62975	0.017275	0.17264	36	0.4	2	100	1	1	0.7	1
0.62973	0.013982	0.19284	116	0.3	1	100	1	0.6	0.6	1
0.6297	0.019239	0.13149	31	0.4	1	100	1	0.9	0.6	1
0.62969	0.021	0.12665	28	0.5	1	100	1	0.7	0.5	1
0.62969	0.018617	0.22737	116	0.2	2	100	1	0.6	0.5	1
0.62965	0.01506	0.5471	590	0.03	1	100	1	0.6	0.7	1
0.62964	0.015036	0.15497	68	0.3	1	100	1	0.6	0.5	1
0.62963	0.013652	0.20978	53	0.3	2	100	1	0.7	0.9	1
0.62959	0.012411	0.14361	41	0.7	1	100	1	0.7	0.7	1
0.62955	0.019944	0.16447	22	0.4	2	100	1	0.8	0.6	1
0.62953	0.020158	0.1194	24	0.6	1	100	1	1	0.5	1
0.62952	0.013867	0.15064	18	0.4	2	100	1	0.6	0.5	1
0.62952	0.016565	0.14055	37	0.5	1	100	1	0.7	0.7	1
0.62952	0.019669	0.40017	238	0.03	2	100	1	0.9	0.9	1
0.62949	0.019646	0.12738	26	0.6	1	100	1	1	0.7	1
0.62947	0.016403	0.4651	463	0.03	1	100	1	0.6	0.6	1
0.62945	0.018919	0.13742	49	0.6	1	100	1	1	0.6	1
0.62943	0.021162	0.17175	65	0.2	1	100	1	0.9	0.9	1
0.62941	0.019803	0.14559	50	0.3	1	100	1	0.9	0.5	1
0.6294	0.014004	0.16247	69	0.2	1	100	1	0.6	0.6	1
0.62939	0.019349	0.15402	40	0.4	1	100	1	0.7	0.9	1
0.62929	0.014566	0.58421	600	0.03	1	100	1	0.6	0.8	1
0.62928	0.016591	0.34429	208	0.1	2	100	1	1	0.9	1
0.62924	0.017087	0.21412	155	0.4	1	100	1	0.9	0.5	1
0.62921	0.018223	0.17089	94	0.3	1	100	1	1	0.6	1
0.62917	0.012118	0.14271	19	0.5	1	100	1	0.7	0.9	1
0.62914	0.015408	0.19507	45	0.4	2	100	1	0.8	0.8	1
0.62905	0.016023	0.12802	26	0.6	1	100	1	0.9	0.6	1
0.62904	0.013977	0.20727	114	0.2	1	100	1	0.6	0.7	1
0.629	0.018031	0.37019	239	0.1	2	100	1	1	0.8	1
0.62898	0.015085	0.14581	32	0.3	1	100	1	0.6	0.8	1
0.62896	0.018387	0.41915	462	0.03	1	100	1	0.6	0.5	1
0.62891	0.020914	0.1742	36	0.5	2	100	1	0.8	0.7	1
0.62887	0.018525	0.18744	45	0.4	2	100	1	0.8	0.7	1
0.62886	0.012603	0.20808	109	0.2	1	100	1	0.6	0.9	1
0.62885	0.014483	0.20442	49	0.4	2	100	1	0.9	0.9	1
0.62882	0.014696	0.13938	34	0.7	1	100	1	0.7	0.6	1
0.6288	0.012882	0.13164	28	0.5	1	100	1	0.6	0.6	1
0.62879	0.015852	0.27201	131	0.3	2	100	1	0.8	0.8	1
0.62878	0.017509	0.18525	52	0.3	2	100	1	1	0.7	1
0.62877	0.016704	0.16928	25	0.5	2	100	1	0.6	0.7	1
0.62876	0.011269	0.21442	149	0.4	1	100	1	0.8	0.6	1
0.62871	0.019996	0.27637	157	0.4	2	100	1	0.7	0.6	1
0.62869	0.017745	0.15761	36	0.3	2	100	1	1	0.6	1
0.62869	0.015746	0.14018	24	0.5	1	100	1	0.6	0.9	1
0.62859	0.013643	0.18754	22	0.6	2	100	1	0.7	0.9	1
0.62856	0.020603	0.12566	33	0.5	1	100	1	1	0.6	1
0.62855	0.021408	0.16113	60	0.4	1	100	1	0.8	0.7	1
0.62853	0.023771	0.15673	34	0.3	2	100	1	0.9	0.5	1
0.62853	0.019639	0.13719	24	0.7	1	100	1	0.9	0.8	1
0.6285	0.019759	0.15651	36	0.6	2	100	1	1	0.6	1
0.62847	0.013924	0.15701	15	0.4	2	100	1	0.6	0.7	1
0.62835	0.018851	0.14124	42	0.6	1	100	1	1	0.8	1
0.6283	0.015901	0.13749	26	0.6	1	100	1	0.9	0.7	1
0.62829	0.022101	0.20256	59	0.4	2	100	1	0.9	0.8	1
0.62828	0.018715	0.35103	283	0.03	2	100	1	1	0.5	1
0.62824	0.014552	0.13617	28	0.5	1	100	1	0.6	0.7	1
0.62824	0.013496	0.16853	48	0.3	1	100	1	0.6	0.9	1
0.62821	0.019745	0.187	71	0.3	2	100	1	1	0.5	1
0.62819	0.018106	0.19009	56	0.4	2	100	1	1	0.8	1
0.62815	0.016365	0.1826	69	0.6	1	100	1	0.8	0.7	1
0.62814	0.018568	0.12842	15	0.6	1	100	1	0.6	0.8	1
0.62813	0.022451	0.16479	12	0.7	2	100	1	0.9	0.9	1
0.62812	0.016917	0.1322	25	0.6	1	100	1	1	0.9	1
0.62811	0.017421	0.14281	12	0.5	2	100	1	0.6	0.5	1
0.62793	0.017088	0.14112	42	0.6	1	100	1	0.6	0.5	1
0.62792	0.014523	0.14389	35	0.3	1	100	1	0.6	0.7	1
0.62792	0.011502	0.17227	36	0.5	2	100	1	1	0.8	1
0.62788	0.016816	0.1797	63	0.5	2	100	1	1	0.6	1
0.62784	0.023732	0.15062	20	0.5	2	100	1	0.9	0.6	1
0.62781	0.019568	0.14205	45	0.7	1	100	1	0.8	0.5	1
0.62771	0.017166	0.44507	406	0.03	1	100	1	0.6	0.9	1
0.62769	0.01895	0.12663	29	0.6	1	100	1	0.8	0.5	1
0.62763	0.015202	0.2239	65	0.3	2	100	1	0.6	0.9	1
0.62761	0.018842	0.189	75	0.4	2	100	1	0.9	0.5	1
0.62758	0.014906	0.19459	44	0.3	2	100	1	0.9	0.8	1
0.62747	0.015886	0.16683	42	0.4	2	100	1	0.7	0.5	1
0.62746	0.016591	0.16697	37	0.5	2	100	1	1	0.7	1
0.62746	0.011411	0.39857	73	0.1	6	100	1	1	0.9	1
0.62746	0.011411	0.39125	73	0.1	6	100	1	1	0.9	1
0.62739	0.010747	0.15186	16	0.7	2	100	1	1	0.6	1
0.62739	0.019837	0.13414	17	0.7	1	100	1	0.7	0.9	1
0.62735	0.019182	0.38915	304	0.03	2	100	1	1	0.6	1
0.6272	0.014519	0.2407	83	0.2	2	100	1	0.6	0.9	1
0.62719	0.020738	0.20832	146	0.7	1	100	1	0.9	0.5	1
0.62719	0.015866	0.14263	38	0.7	1	100	1	0.8	0.7	1
0.62702	0.015934	0.19404	41	0.5	2	100	1	0.8	0.8	1
0.62698	0.018364	0.21966	140	0.7	1	100	1	0.9	0.6	1
0.62697	0.012591	0.15054	28	0.5	2	100	1	1	0.5	1
0.62697	0.020434	0.16707	14	0.6	2	100	1	0.8	0.9	1
0.62696	0.017723	0.22118	79	0.3	2	100	1	1	0.9	1
0.62695	0.011471	0.29849	73	0.1	4	100	1	1	0.7	1
0.62693	0.017487	0.21048	73	0.3	2	100	1	0.6	0.7	1
0.62688	0.01914	0.15334	12	0.5	2	100	1	0.6	0.6	1
0.62685	0.018903	0.33315	228	0.03	2	100	1	1	0.7	1
0.62679	0.016241	0.1473	31	0.4	2	100	1	1	0.5	1
0.62669	0.020001	0.15162	21	0.6	2	100	1	0.9	0.6	1
0.62667	0.018898	0.13848	42	0.7	1	100	1	0.8	0.6	1
0.62667	0.011273	0.26764	129	0.5	2	100	1	0.7	0.7	1
0.62662	0.017483	0.1682	18	0.5	2	100	1	0.6	0.8	1
0.62653	0.022756	0.12971	14	0.7	1	100	1	0.6	0.7	1
0.62647	0.015523	0.26648	220	0.03	1	100	1	0.7	0.6	1
0.62639	0.014295	0.13092	20	0.4	1	100	1	0.6	0.6	1
0.62638	0.013229	0.17678	25	0.6	2	100	1	0.7	0.8	1
0.62637	0.017004	0.15315	15	0.6	2	100	1	0.9	0.7	1
0.62634	0.014669	0.28234	232	0.7	1	100	1	0.9	0.7	1
0.62632	0.0073332	0.17115	21	0.7	2	100	1	0.8	0.8	1
0.62615	0.019403	0.1467	14	0.3	2	100	1	0.8	0.5	1
0.62614	0.021968	0.21298	54	0.5	2	100	1	0.8	0.9	1
0.62613	0.01316	0.15413	61	0.7	1	100	1	0.7	0.5	1
0.62609	0.012973	0.17061	15	0.4	2	100	1	0.6	0.9	1
0.62601	0.014396	0.16641	84	0.4	1	100	1	0.6	0.5	1
0.62593	0.013205	0.15364	42	0.6	1	100	1	0.6	0.7	1
0.62581	0.016843	0.29053	217	0.03	1	100	1	0.7	0.9	1
0.62576	0.013909	0.18084	25	0.6	2	100	1	0.6	0.9	1
0.6257	0.018237	0.16873	31	0.7	2	100	1	0.8	0.7	1
0.62564	0.011198	0.15182	17	0.5	2	100	1	0.7	0.6	1
0.62561	0.010361	0.15464	43	0.7	1	100	1	0.6	0.9	1
0.62555	0.013122	0.17693	29	0.5	2	100	1	0.9	0.8	1
0.62551	0.019546	0.35665	218	0.03	2	100	1	1	0.9	1
0.62539	0.018322	0.21161	59	0.6	2	100	1	0.9	0.8	1
0.62533	0.020461	0.15429	14	0.7	2	100	1	0.7	0.7	1
0.62529	0.016947	0.3856	262	0.03	2	100	1	1	0.8	1
0.62528	0.014724	0.13896	11	0.5	2	100	1	0.8	0.5	1
0.62525	0.01806	0.18209	40	0.6	2	100	1	1	0.8	1
0.62524	0.020729	0.14594	16	0.7	2	100	1	0.9	0.5	1
0.62524	0.01307	0.1603	27	0.2	2	100	1	0.6	0.6	1
0.62518	0.020966	0.14196	15	0.4	2	100	1	0.8	0.5	1
0.62518	0.014893	0.27041	204	0.03	1	100	1	0.8	0.8	1
0.62517	0.01556	0.1452	13	0.5	2	100	1	0.8	0.6	1
0.62513	0.019217	0.17237	19	0.7	2	100	1	0.8	0.9	1
0.62474	0.011133	0.18238	28	0.7	2	100	1	0.7	0.9	1
0.62471	0.012633	0.15276	20	0.6	2	100	1	0.7	0.6	1
0.62471	0.016871	0.15302	12	0.6	2	100	1	0.8	0.7	1
0.62471	0.022184	0.17584	32	0.7	2	100	1	0.9	0.8	1
0.62465	0.010597	0.16304	23	0.7	2	100	1	0.6	0.7	1
0.62445	0.015889	0.19477	82	0.5	2	100	1	0.9	0.5	1
0.62434	0.016359	0.15909	14	0.6	2	100	1	1	0.9	1
0.62379	0.020349	0.15429	10	0.7	2	100	1	1	0.7	1
0.62352	0.015162	0.18336	76	0.7	1	100	1	0.6	0.8	1
0.62351	0.01532	0.26416	240	0.03	1	100	1	1	0.6	1
0.62306	0.019096	0.21161	114	0.6	2	100	1	1	0.5	1
0.623	0.015549	0.17774	27	0.6	2	100	1	0.8	0.8	1
0.62297	0.019064	0.15558	25	0.6	2	100	1	1	0.7	1
0.62284	0.013175	0.1618	21	0.6	2	100	1	0.7	0.7	1
0.62281	0.01546	0.17657	29	0.7	2	100	1	0.7	0.8	1
0.62274	0.012263	0.17101	41	0.5	2	100	1	0.7	0.5	1
0.62253	0.015885	0.15205	14	0.7	2	100	1	0.9	0.7	1
0.62214	0.019894	0.16692	42	0.7	2	100	1	0.7	0.5	1
0.62211	0.019701	0.17886	52	0.6	2	100	1	0.8	0.6	1
0.62211	0.016168	0.16632	21	0.7	2	100	1	1	0.9	1
0.62203	0.017912	0.15994	22	0.7	2	100	1	0.7	0.6	1
0.62186	0.020794	0.13986	11	0.7	2	100	1	0.8	0.5	1
0.62183	0.017726	0.16875	45	0.6	2	100	1	0.9	0.5	1
0.62182	0.015124	0.15244	14	0.6	2	100	1	0.6	0.6	1
0.6217	0.014578	0.1884	40	0.6	2	100	1	0.6	0.8	1
0.62155	0.018222	0.15064	18	0.6	2	100	1	0.7	0.5	1
0.6215	0.019721	0.18141	11	0.7	2	100	1	0.6	0.9	1
0.62147	0.017137	0.14889	16	0.7	2	100	1	0.8	0.6	1
0.62106	0.018439	0.14854	6	0.6	2	100	1	0.6	0.7	1
0.62101	0.017338	0.14674	15	0.7	2	100	1	0.9	0.6	1
0.62042	0.019414	0.1469	20	0.7	2	100	1	1	0.5	1
0.61997	0.01903	0.16541	41	0.6	2	100	1	0.6	0.5	1
0.61983	0.018674	0.14076	13	0.6	2	100	1	0.8	0.5	1
0.61934	0.016844	0.17094	32	0.7	2	100	1	1	0.8	1
0.61801	0.01639	0.16749	45	0.7	2	100	1	0.6	0.5	1
0.61773	0.016044	0.14892	14	0.7	2	100	1	0.6	0.6	1
0.61732	0.016166	0.1611	12	0.7	2	100	1	0.6	0.8	1
