cv_mean	cv_std	min_taken	best_iteration	eta	max_depth	min_child_weight	gamma	subsample	colsample_bytree	alpha
0.63513	0.022415	0.17502	41	0.2	5	100	1	0.8	0.9	1
0.6351	0.020771	0.15735	20	0.3	5	100	1	1	1	1
0.6351	0.017217	0.15533	30	0.2	4	100	1	0.7	0.9	1
0.63506	0.019486	0.090981	16	0.6	1	100	1	1	1	1
0.63478	0.017483	0.16259	33	0.2	5	100	1	1	0.8	1
0.63475	0.019693	0.15274	25	0.2	5	100	1	0.9	0.5	1
0.63472	0.022088	0.1464	18	0.3	5	100	1	0.9	0.6	1
0.63471	0.016784	0.15251	37	0.2	5	100	1	1	0.6	1
0.6347	0.023585	0.19175	85	0.3	4	100	1	0.7	0.7	1
0.6347	0.018196	0.14098	15	0.3	5	100	1	0.6	0.9	1
0.63466	0.022059	0.16081	28	0.2	5	100	1	0.9	0.7	1
0.63464	0.020747	0.28257	185	0.03	4	100	1	1	1	1
0.63456	0.019589	0.15206	21	0.3	5	100	1	0.8	0.8	1
0.63453	0.021888	0.14917	13	0.3	5	100	1	0.8	0.9	1
0.63446	0.022328	0.16174	62	0.3	4	100	1	0.7	0.5	1
0.63446	0.014896	0.14339	32	0.3	4	100	1	0.6	0.7	1
0.63441	0.023126	0.10948	51	0.3	1	100	1	1	1	1
0.63437	0.015133	0.25184	105	0.1	5	10	1	1	1	1
0.63428	0.021376	0.10468	44	0.5	1	100	1	1	1	1
0.63428	0.01909	0.18157	64	0.2	5	100	1	0.6	0.9	1
0.63427	0.021666	0.2049	89	0.3	4	100	1	0.7	0.9	1
0.63402	0.017658	0.17536	74	0.2	5	100	1	0.6	0.6	1
0.63401	0.018783	0.13386	26	0.3	4	100	1	0.6	0.5	1
0.634	0.018548	0.15403	30	0.2	4	100	1	0.9	0.9	1
0.63395	0.02148	0.13333	30	0.3	3	100	1	1	1	1
0.63394	0.018562	0.17634	56	0.1	4	100	1	1	1	1
0.63389	0.022057	0.13751	19	0.3	4	100	1	0.7	0.6	1
0.63387	0.015292	0.39543	269	0.03	5	100	1	1	1	1
0.63385	0.017066	0.13916	15	0.4	4	100	1	1	1	1
0.63364	0.021695	0.12232	8	0.3	4	100	1	0.8	0.5	1
0.63362	0.021817	0.15587	38	0.3	4	100	1	0.8	0.8	1
0.6336	0.018483	0.20191	83	0.2	5	100	1	0.6	0.8	1
0.63352	0.020124	0.16116	59	0.2	4	100	1	0.6	0.5	1
0.63337	0.017126	0.15586	39	0.2	5	100	1	1	0.5	1
0.63336	0.018106	0.12871	14	0.6	3	100	1	1	1	1
0.63328	0.021712	0.11828	31	0.3	2	100	1	1	1	1
0.63321	0.019044	0.16955	20	0.3	6	100	1	1	1	1
0.63321	0.016984	0.14314	37	0.2	5	100	1	0.6	0.5	1
0.63318	0.016541	0.19649	115	0.1	3	100	1	1	1	1
0.63305	0.019402	0.16477	22	0.4	5	100	1	1	1	1
0.63302	0.020689	0.16974	54	0.3	5	100	1	0.6	0.5	1
0.633	0.012324	0.13521	27	0.3	3	1	1	1	1	1
0.63296	0.014063	0.1696	103	0.3	2	1	1	1	1	1
0.63281	0.014252	0.1492	33	0.3	5	100	1	0.6	0.7	1
0.6328	0.021153	0.12974	16	0.3	5	100	1	0.6	0.6	1
0.63276	0.022955	0.10166	36	0.4	1	100	1	1	1	1
0.63271	0.020321	0.15683	55	0.2	4	100	1	0.6	0.6	1
0.63268	0.01722	0.27944	215	0.03	3	100	1	1	1	1
0.63264	0.014733	0.13333	27	0.3	4	100	1	1	0.6	1
0.63263	0.017185	0.10782	20	0.4	2	100	1	1	1	1
0.6326	0.017434	0.17953	86	0.2	4	100	1	1	0.6	1
0.63259	0.017413	0.1776	92	0.2	4	100	1	1	0.5	1
0.63256	0.023452	0.13602	89	0.2	1	100	1	1	1	1
0.63248	0.020809	0.099363	57	0.3	1	1	1	1	1	1
0.63248	0.020809	0.11284	57	0.3	1	10	1	1	1	1
0.63247	0.017578	0.22225	61	0.1	6	100	1	1	1	1
0.6324	0.023826	0.17267	165	0.1	1	100	1	1	1	1
0.63231	0.019581	0.15834	37	0.3	5	100	1	0.8	0.5	1
0.6323	0.01643	0.22967	150	0.1	3	10	1	1	1	1
0.63229	0.020609	0.15852	43	0.2	4	100	1	0.6	0.8	1
0.63225	0.016057	0.13671	14	0.3	5	100	1	0.8	0.6	1
0.63223	0.019151	0.14696	30	0.3	4	100	1	0.9	0.7	1
0.63222	0.014503	0.19711	75	0.1	4	10	1	1	1	1
0.63218	0.013441	0.15556	27	0.3	4	100	1	1	1	1
0.6321	0.023227	0.14533	12	0.3	5	100	1	0.9	0.7	1
0.63209	0.020847	0.14641	22	0.3	4	100	1	0.9	0.8	1
0.63199	0.018963	0.20019	106	0.3	4	100	1	1	0.7	1
0.63191	0.016218	0.14423	15	0.3	5	100	1	1	0.8	1
0.63184	0.020963	0.15749	30	0.6	4	100	1	1	1	1
0.63182	0.015943	0.16007	51	0.3	5	100	1	1	0.5	1
0.63177	0.02247	0.14718	11	0.5	5	100	1	1	1	1
0.63176	0.022958	0.15685	34	0.3	4	100	1	0.8	0.9	1
0.63169	0.015991	0.15863	57	0.1	3	1	1	1	1	1
0.63149	0.015546	0.14179	32	0.2	4	100	1	1	0.7	1
0.63148	0.017969	0.13955	19	0.3	4	100	1	0.8	0.7	1
0.63148	0.020894	0.13904	14	0.2	5	100	1	1	0.7	1
0.63145	0.020368	0.16438	196	0.1	1	1	1	1	1	1
0.63145	0.020368	0.20775	196	0.1	1	10	1	1	1	1
0.63141	0.019076	0.12738	21	0.5	3	100	1	1	1	1
0.6314	0.018407	0.15014	28	0.3	5	100	1	1	0.7	1
0.63138	0.013751	0.21259	81	0.1	5	100	1	1	1	1
0.63137	0.018983	0.23027	56	0.1	6	10	1	1	1	1
0.63135	0.015964	0.14309	24	0.3	5	100	1	1	0.6	1
0.63131	0.013451	0.16899	76	0.3	3	10	1	1	1	1
0.63128	0.023647	0.40399	571	0.03	1	100	1	1	1	1
0.63124	0.016426	0.13057	17	0.3	4	100	1	0.6	0.6	1
0.63124	0.019686	0.15935	37	0.3	5	100	1	0.8	0.7	1
0.6312	0.018408	0.17045	47	0.3	4	10	1	1	1	1
0.63107	0.016746	0.2615	139	0.03	4	10	1	1	1	1
0.6309	0.018521	0.1438	31	0.2	4	100	1	1	0.8	1
0.63089	0.024133	0.15665	19	0.3	5	100	1	1	0.9	1
0.63082	0.018541	0.3376	178	0.03	6	100	1	1	1	1
0.63074	0.020905	0.38664	203	0.03	5	1	1	1	1	1
0.63071	0.018906	0.13695	15	0.5	4	100	1	1	1	1
0.6307	0.016042	0.25116	179	0.03	3	1	1	1	1	1
0.63065	0.020351	0.12484	44	0.2	2	100	1	1	1	1
0.63056	0.02431	0.18964	37	0.3	5	10	1	1	1	1
0.63051	0.019779	0.18524	16	0.3	6	10	1	1	1	1
0.63048	0.020131	0.12823	24	0.3	4	100	1	1	0.5	1
0.6304	0.020911	0.17284	121	0.1	2	100	1	1	1	1
0.63038	0.01682	0.24276	39	0.1	6	1	1	1	1	1
0.63033	0.021618	0.31306	482	0.03	1	1	1	1	1	1
0.63033	0.021618	0.35558	482	0.03	1	10	1	1	1	1
0.63033	0.018451	0.16637	57	0.2	3	100	1	1	1	1
0.63029	0.019216	0.14858	27	0.2	4	100	1	1	0.9	1
0.63028	0.019845	0.13735	19	0.3	4	100	1	1	0.8	1
0.63025	0.018538	0.40934	298	0.03	4	1	1	1	1	1
0.63024	0.016896	0.15805	12	0.6	6	100	1	1	1	1
0.63016	0.017125	0.4438	231	0.03	6	10	1	1	1	1
0.63014	0.014504	0.15115	33	0.3	4	100	1	1	0.9	1
0.63005	0.018675	0.4198	175	0.03	6	1	1	1	1	1
0.63	0.019463	0.17906	47	0.1	4	1	1	1	1	1
0.62993	0.016453	0.15749	22	0.3	5	100	1	0.9	0.8	1
0.62981	0.017988	0.11255	25	0.6	2	100	1	1	1	1
0.62976	0.020611	0.14785	11	0.3	4	1	1	1	1	1
0.62967	0.020691	0.17245	31	0.2	6	100	1	1	1	1
0.6295	0.019439	0.14189	60	0.3	2	10	1	1	1	1
0.62894	0.016229	0.38355	225	0.03	5	10	1	1	1	1
0.62894	0.021496	0.11538	30	0.5	2	100	1	1	1	1
0.62892	0.016122	0.16685	26	0.6	5	100	1	1	1	1
0.62891	0.015592	0.38745	360	0.03	3	10	1	1	1	1
0.62879	0.019528	0.20997	170	0.03	2	100	1	1	1	1
0.62875	0.018377	0.15066	73	0.1	2	1	1	1	1	1
0.62869	0.017866	0.29946	359	0.03	2	1	1	1	1	1
0.62842	0.020136	0.20498	41	0.1	5	1	1	1	1	1
0.62824	0.018024	0.34095	380	0.03	2	10	1	1	1	1
0.6281	0.018436	0.14754	79	0.1	2	10	1	1	1	1
0.62808	0.016679	0.14894	39	0.4	3	100	1	1	1	1
0.62784	0.015558	0.17395	33	0.5	6	100	1	1	1	1
0.62734	0.017314	0.17665	9	0.3	5	1	1	1	1	1
0.62584	0.018485	0.15096	6	0.4	6	100	1	1	1	1
0.62438	0.018547	0.20563	13	0.3	6	1	1	1	1	1
