cv_mean	cv_std	min_taken	best_iteration	eta	max_depth	min_child_weight	gamma	subsample	colsample_bytree	alpha
0.63304	0.016532	0.13628	35	0.5	2	100	1	0.7	0.7	1
0.63304	0.019322	0.14446	76	0.4	1	100	1	0.8	0.9	1
0.63303	0.012667	0.17395	37	0.3	3	100	1	0.7	0.9	1
0.63296	0.023726	0.12651	36	0.3	2	100	1	0.6	0.6	1
0.63296	0.01518	0.15188	88	0.5	1	100	1	0.8	0.9	1
0.63294	0.015749	0.2446	71	0.1	6	100	1	1	1	1
0.63293	0.021524	0.15927	19	0.4	3	100	1	0.7	0.8	1
0.63289	0.017332	0.13976	22	0.5	3	100	1	1	0.7	1
0.63288	0.010429	0.17832	80	0.3	2	100	1	0.9	0.9	1
0.63277	0.0089818	0.20403	169	0.4	1	100	1	0.6	0.9	1
0.63276	0.018492	0.2547	122	0.3	3	100	1	0.8	0.9	1
0.63274	0.022001	0.11757	41	0.4	2	100	1	0.9	0.6	1
0.63272	0.017885	0.13497	38	0.4	3	100	1	0.6	0.6	1
0.63272	0.013689	0.17272	41	0.5	3	100	1	0.9	0.8	1
0.63269	0.021233	0.1293	60	0.5	1	100	1	0.8	0.7	1
0.63267	0.013476	0.13332	24	0.5	2	100	1	0.6	0.8	1
0.63266	0.019493	0.14199	16	0.5	3	100	1	0.7	0.7	1
0.63265	0.016126	0.11779	49	0.5	1	100	1	1	0.8	1
0.63261	0.01709	0.13619	32	0.5	2	100	1	0.9	0.7	1
0.63259	0.020384	0.11502	35	0.5	1	100	1	0.7	0.7	1
0.63257	0.019772	0.12252	65	0.4	1	100	1	1	0.6	1
0.63253	0.015502	0.19245	150	0.3	1	100	1	0.6	0.9	1
0.63246	0.015635	0.18229	146	0.3	2	100	1	0.9	0.6	1
0.63244	0.019991	0.12346	29	0.4	3	100	1	0.7	0.5	1
0.63241	0.019303	0.1551	48	0.3	2	100	1	0.8	0.9	1
0.63238	0.020688	0.11818	14	0.3	3	100	1	0.7	0.6	1
0.63236	0.019289	0.10187	19	0.5	2	100	1	0.9	0.5	1
0.63233	0.020235	0.12754	15	0.4	2	100	1	0.6	0.8	1
0.63231	0.018752	0.11381	37	0.4	2	100	1	0.6	0.5	1
0.6323	0.017272	0.13863	26	0.4	3	100	1	1	1	1
0.63229	0.015483	0.13434	70	0.3	2	100	1	0.9	0.5	1
0.63224	0.019566	0.15112	139	0.3	1	100	1	0.8	0.5	1
0.63218	0.012918	0.21241	127	0.5	2	100	1	0.9	0.9	1
0.63217	0.019726	0.13137	58	0.5	1	100	1	0.7	0.8	1
0.63213	0.018941	0.12953	45	0.3	3	100	1	1	0.5	1
0.63212	0.011392	0.11342	61	0.5	1	100	1	0.6	0.6	1
0.63212	0.021286	0.1468	23	0.5	3	100	1	0.9	0.7	1
0.6321	0.015189	0.16069	55	0.3	3	100	1	1	1	1
0.6321	0.015913	0.18022	46	0.1	4	100	1	1	1	1
0.6321	0.015189	0.16082	55	0.3	3	100	1	1	1	1
0.6321	0.015913	0.18278	46	0.1	4	100	1	1	1	1
0.6321	0.018139	0.12039	25	0.3	3	100	1	0.8	0.5	1
0.63208	0.016489	0.12468	67	0.3	2	100	1	1	0.5	1
0.63208	0.014872	0.15547	23	0.4	3	100	1	1	0.9	1
0.63197	0.02121	0.13834	26	0.4	2	100	1	0.6	0.9	1
0.63195	0.013562	0.17912	61	0.4	3	100	1	0.6	0.7	1
0.63193	0.013849	0.16217	111	0.3	2	100	1	0.8	0.5	1
0.63192	0.014691	0.16519	58	0.5	2	100	1	0.8	0.9	1
0.63188	0.015379	0.13733	35	0.3	2	100	1	0.6	0.7	1
0.63184	0.019341	0.1514	51	0.4	2	100	1	0.8	0.8	1
0.63183	0.0126	0.17493	85	0.3	2	100	1	0.9	0.8	1
0.63179	0.015906	0.17464	131	0.4	1	100	1	0.6	0.7	1
0.63175	0.016292	0.33655	293	0.3	2	100	1	0.7	0.8	1
0.63174	0.018224	0.33567	359	0.03	2	100	1	1	1	1
0.63173	0.016982	0.12032	45	0.3	2	100	1	0.6	0.5	1
0.63172	0.01551	0.19591	127	0.3	3	100	1	0.8	0.6	1
0.63167	0.02426	0.13813	11	0.4	3	100	1	0.7	0.7	1
0.63166	0.014768	0.1557	88	0.2	2	100	1	1	1	1
0.63166	0.018441	0.13047	33	0.4	3	100	1	0.8	0.6	1
0.63157	0.015583	0.42215	253	0.03	5	100	1	1	1	1
0.63153	0.017183	0.14714	75	0.5	2	100	1	0.9	0.6	1
0.63143	0.017131	0.14737	23	0.4	3	100	1	0.9	0.7	1
0.63139	0.015894	0.12031	24	0.3	3	100	1	0.6	0.5	1
0.63139	0.018635	0.10282	18	0.4	2	100	1	0.8	0.5	1
0.63137	0.015779	0.10482	44	0.3	1	100	1	0.6	0.5	1
0.63136	0.016816	0.12505	52	0.5	2	100	1	0.8	0.6	1
0.63134	0.018941	0.19394	20	0.5	5	100	1	1	1	1
0.63134	0.018317	0.13776	35	0.5	2	100	1	0.8	0.7	1
0.63131	0.017021	0.12163	14	0.4	2	100	1	0.7	0.7	1
0.63131	0.012682	0.16588	62	0.4	2	100	1	0.7	0.9	1
0.6313	0.018076	0.13168	37	0.3	3	100	1	0.9	0.5	1
0.6313	0.015118	0.16079	40	0.5	3	100	1	1	0.8	1
0.63129	0.010614	0.17237	75	0.3	2	100	1	0.6	0.8	1
0.63122	0.014031	0.16491	81	0.3	3	100	1	0.6	0.6	1
0.6312	0.014426	0.17577	76	0.4	2	100	1	0.8	0.9	1
0.63111	0.020429	0.14305	19	0.3	3	100	1	0.9	0.7	1
0.63108	0.018067	0.22448	66	0.2	5	100	1	1	1	1
0.63107	0.018414	0.11638	43	0.4	2	100	1	0.9	0.5	1
0.63106	0.013474	0.1507	12	0.4	3	100	1	0.7	0.9	1
0.63104	0.012568	0.12718	44	0.6	2	100	1	1	1	1
0.63104	0.010721	0.15995	108	0.3	1	100	1	0.6	0.7	1
0.63081	0.018589	0.10412	21	0.5	2	100	1	0.6	0.5	1
0.63079	0.014581	0.13078	35	0.5	3	100	1	0.6	0.5	1
0.63073	0.018829	0.14006	30	0.3	2	100	1	0.8	0.8	1
0.6307	0.015746	0.1431	40	0.5	2	100	1	0.9	0.8	1
0.63068	0.017198	0.15569	44	0.3	3	100	1	1	0.6	1
0.63064	0.01559	0.40065	289	0.03	4	100	1	1	1	1
0.63063	0.015809	0.1658	114	0.4	2	100	1	0.7	0.6	1
0.63057	0.016806	0.15394	20	0.3	4	100	1	1	1	1
0.63057	0.016806	0.1551	20	0.3	4	100	1	1	1	1
0.63057	0.019296	0.14473	14	0.3	3	100	1	0.9	0.8	1
0.63055	0.019601	0.15045	15	0.6	4	100	1	1	1	1
0.63046	0.020326	0.14605	35	0.5	2	100	1	0.6	0.9	1
0.63044	0.016382	0.16501	37	0.3	3	100	1	0.8	0.8	1
0.63044	0.017141	0.15779	20	0.5	3	100	1	0.6	0.9	1
0.63043	0.014021	0.19056	90	0.1	3	100	1	1	1	1
0.63043	0.014021	0.19031	90	0.1	3	100	1	1	1	1
0.63043	0.0099644	0.20379	162	0.4	1	100	1	0.6	0.8	1
0.63042	0.011796	0.13925	40	0.4	3	100	1	0.7	0.6	1
0.6304	0.01288	0.15806	95	0.5	1	100	1	0.6	0.9	1
0.63034	0.01582	0.24385	138	0.3	3	100	1	0.6	0.7	1
0.63029	0.018231	0.14403	26	0.3	3	100	1	1	0.7	1
0.63022	0.014097	0.15827	23	0.4	4	100	1	1	1	1
0.63001	0.013512	0.13574	34	0.5	2	100	1	1	0.9	1
0.63	0.023689	0.13558	22	0.5	2	100	1	0.7	0.9	1
0.62993	0.013329	0.10698	51	0.4	1	100	1	0.6	0.6	1
0.62992	0.016172	0.13641	23	0.6	3	100	1	1	1	1
0.62992	0.016756	0.11284	36	0.4	2	100	1	0.7	0.5	1
0.62986	0.017478	0.12991	25	0.3	2	100	1	0.8	0.7	1
0.62986	0.016388	0.15987	31	0.5	3	100	1	1	0.9	1
0.62981	0.013621	0.1436	14	0.4	3	100	1	0.8	0.7	1
0.62978	0.018081	0.14077	34	0.4	2	100	1	0.6	0.7	1
0.62977	0.015721	0.16284	9	0.3	5	100	1	1	1	1
0.62977	0.015721	0.16329	9	0.3	5	100	1	1	1	1
0.62977	0.014866	0.16126	25	0.4	3	100	1	0.9	0.9	1
0.62975	0.015544	0.15472	76	0.4	3	100	1	0.8	0.5	1
0.6297	0.018282	0.11697	12	0.5	3	100	1	0.6	0.6	1
0.62966	0.016978	0.18337	18	0.3	6	100	1	1	1	1
0.6295	0.014882	0.14939	48	0.5	2	100	1	0.8	0.8	1
0.62949	0.01922	0.14825	12	0.5	3	100	1	0.6	0.8	1
0.62943	0.015813	0.15851	50	0.2	3	100	1	1	1	1
0.62941	0.018556	0.12643	33	0.5	3	100	1	0.8	0.5	1
0.62939	0.015354	0.17707	44	0.3	3	100	1	0.9	0.9	1
0.62937	0.014055	0.12919	37	0.4	3	100	1	0.6	0.5	1
0.62937	0.018221	0.21948	88	0.4	3	100	1	0.6	0.9	1
0.62936	0.014744	0.12066	17	0.5	3	100	1	0.8	0.6	1
0.62934	0.011364	0.12286	23	0.3	3	100	1	0.7	0.5	1
0.62934	0.016062	0.15776	27	0.3	3	100	1	1	0.9	1
0.62932	0.013264	0.14428	117	0.4	1	100	1	0.6	0.5	1
0.62927	0.01391	0.15172	15	0.5	3	100	1	0.8	0.9	1
0.6292	0.020468	0.11788	34	0.5	2	100	1	0.6	0.6	1
0.62897	0.015564	0.17477	56	0.5	3	100	1	0.8	0.7	1
0.6289	0.021007	0.10259	23	0.5	2	100	1	1	0.5	1
0.6288	0.022687	0.23079	55	0.03	6	100	1	1	1	1
0.62877	0.015078	0.18352	52	0.5	3	100	1	0.9	0.9	1
0.62859	0.016875	0.11146	18	0.4	2	100	1	1	1	1
0.62854	0.015981	0.11346	15	0.4	3	100	1	0.9	0.5	1
0.62849	0.01516	0.13376	14	0.3	3	100	1	0.9	0.6	1
0.62849	0.020221	0.14552	48	0.4	2	100	1	1	0.9	1
0.62839	0.01328	0.34505	292	0.03	3	100	1	1	1	1
0.62838	0.015704	0.18656	80	0.4	3	100	1	1	0.7	1
0.62832	0.015108	0.15002	24	0.3	3	100	1	0.8	0.7	1
0.62827	0.018301	0.29918	351	0.5	2	100	1	0.8	0.5	1
0.62811	0.017712	0.10702	12	0.5	3	100	1	1	0.5	1
0.62796	0.016239	0.18052	26	0.4	5	100	1	1	1	1
0.62796	0.015654	0.14219	16	0.4	3	100	1	1	0.8	1
0.62784	0.016088	0.16916	45	0.3	3	100	1	1	0.8	1
0.62754	0.013041	0.12983	65	0.5	2	100	1	0.7	0.5	1
0.62753	0.016954	0.15117	13	0.4	3	100	1	0.6	0.8	1
0.62736	0.015057	0.15299	22	0.5	3	100	1	0.8	0.8	1
0.62734	0.01338	0.15125	28	0.5	3	100	1	0.6	0.7	1
0.62719	0.016594	0.12769	12	0.5	2	100	1	0.7	0.8	1
0.627	0.015955	0.19711	162	0.4	2	100	1	0.8	0.6	1
0.62698	0.017296	0.13587	27	0.4	2	100	1	0.7	0.8	1
0.62682	0.019653	0.13869	29	0.4	2	100	1	0.9	0.9	1
0.62636	0.011592	0.16049	20	0.5	3	100	1	0.7	0.9	1
0.6262	0.014588	0.14753	86	0.5	2	100	1	0.7	0.6	1
0.62594	0.01541	0.12394	11	0.5	2	100	1	0.6	0.7	1
0.62573	0.015875	0.19058	13	0.6	5	100	1	1	1	1
0.62541	0.015354	0.11546	19	0.5	2	100	1	1	1	1
