cv_mean	cv_std	min_taken	best_iteration	eta	max_depth	min_child_weight	gamma	subsample	colsample_bytree	alpha
0.63148	0.019219	0.29959	348	0.1	1	10	1	1	1	1
0.63135	0.019459	0.23954	220	0.1	1	1	1	1	1	1
0.63135	0.016733	0.26555	81	0.1	5	100	1	1	1	1
0.63129	0.012522	0.14906	20	0.5	3	100	1	0.6	0.8	1
0.63125	0.018892	0.64548	920	0.03	1	100	1	1	1	1
0.63124	0.016292	0.16956	17	0.3	4	100	1	1	1	1
0.63117	0.016708	0.12578	31	0.5	3	100	1	0.8	0.5	1
0.6311	0.017272	0.19007	99	0.3	2	100	1	1	1	1
0.63099	0.01874	0.24297	44	0.1	6	100	1	1	1	1
0.63097	0.01732	0.13886	38	0.4	2	100	1	1	1	1
0.63092	0.014309	0.15806	26	0.5	3	100	1	0.7	0.9	1
0.63087	0.017616	0.36686	203	0.03	4	100	1	1	1	1
0.63084	0.015723	0.40831	210	0.03	5	100	1	1	1	1
0.63074	0.024428	0.19541	68	0.5	3	100	1	0.8	0.9	1
0.63065	0.0181	0.13433	41	0.5	3	100	1	0.6	0.5	1
0.6306	0.017626	0.21385	32	0.5	6	100	1	1	1	1
0.63049	0.011949	0.4794	242	0.03	6	100	1	1	1	1
0.63047	0.015526	0.13868	48	0.5	3	100	1	0.7	0.5	1
0.63033	0.016704	0.24286	176	0.1	2	100	1	1	1	1
0.63028	0.020469	0.33612	300	0.03	2	1	1	1	1	1
0.63007	0.017802	0.15601	29	0.5	3	100	1	0.7	0.8	1
0.63006	0.0225	0.17077	77	0.1	2	1	1	1	1	1
0.62992	0.017112	0.12671	32	0.5	3	100	1	1	0.5	1
0.62974	0.016972	0.30552	196	0.1	3	100	1	1	1	1
0.6297	0.014333	0.15543	22	0.3	3	1	1	1	1	1
0.62965	0.024808	0.16195	69	0.5	2	1	1	1	1	1
0.6296	0.018783	0.20338	23	0.6	6	100	1	1	1	1
0.62957	0.016822	0.26835	76	0.3	5	100	1	1	1	1
0.62953	0.019678	0.40148	372	0.03	2	10	1	1	1	1
0.62947	0.019236	0.17207	80	0.5	2	10	1	1	1	1
0.62945	0.018133	0.1371	35	0.7	2	100	1	1	1	1
0.62941	0.0141	0.1502	21	0.3	3	100	1	1	1	1
0.62938	0.022601	0.15352	56	0.3	2	10	1	1	1	1
0.62936	0.016128	0.13574	22	0.5	3	100	2	1	1	1
0.62925	0.010375	0.18482	15	0.6	5	100	1	1	1	1
0.62915	0.020798	0.15803	37	0.5	3	100	1	0.8	0.7	1
0.62913	0.015956	0.36106	321	0.03	2	100	1	1	1	1
0.629	0.020519	0.19367	108	0.1	2	10	1	1	1	1
0.6289	0.016048	0.18369	25	0.5	4	100	1	1	1	1
0.62875	0.014534	0.18341	13	0.5	5	100	1	1	1	1
0.62871	0.02105	0.16068	20	0.5	3	100	1	0.9	0.8	1
0.62859	0.015122	0.21612	84	0.5	3	100	1	0.6	0.9	1
0.62854	0.016753	0.15971	8	0.7	4	100	1	1	1	1
0.62854	0.021941	0.14799	22	0.5	3	100	1	0.9	0.7	1
0.62852	0.018343	0.25932	84	0.1	4	1	1	1	1	1
0.62837	0.020649	0.11724	21	0.5	3	100	1	1	0.6	1
0.62834	0.017667	0.15421	57	0.5	2	100	1	1	1	1
0.6283	0.02004	0.17467	47	0.5	3	100	1	0.9	0.9	1
0.62828	0.011178	0.18486	8	0.7	5	100	1	1	1	1
0.62812	0.017123	0.2608	59	0.1	5	10	1	1	1	1
0.62787	0.018833	0.17828	44	0.3	3	10	1	1	1	1
0.62787	0.015391	0.37797	145	0.03	5	10	1	1	1	1
0.62777	0.018544	0.44673	337	0.03	3	1	1	1	1	1
0.62765	0.016347	0.31752	144	0.03	4	10	1	1	1	1
0.62753	0.018113	0.32133	211	0.03	3	100	1	1	1	1
0.62751	0.015212	0.13672	18	0.6	2	100	1	1	1	1
0.62738	0.014581	0.12441	18	0.5	3	100	1	0.6	0.7	1
0.62738	0.01744	0.1693	48	0.5	3	100	1	1	0.9	1
0.62733	0.022865	0.11674	12	0.5	3	100	1	0.9	0.6	1
0.6273	0.013535	0.20177	19	0.7	6	100	1	1	1	1
0.62721	0.018402	0.27329	156	0.03	3	10	1	1	1	1
0.62702	0.023478	0.17639	47	0.1	3	1	1	1	1	1
0.62676	0.016837	0.24907	87	0.1	4	10	1	1	1	1
0.62668	0.017615	0.16562	35	0.5	3	10	1	1	1	1
0.62649	0.022908	0.14236	9	0.7	3	1	1	1	1	1
0.62643	0.018737	0.50012	236	0.03	5	1	1	1	1	1
0.62642	0.016347	0.29709	126	0.03	4	1	1	1	1	1
0.62633	0.015002	0.25816	251	0.03	1	1	1	1	1	1
0.62633	0.015002	0.24514	251	0.03	1	10	1	1	1	1
0.62617	0.022381	0.16547	12	0.6	4	100	1	1	1	1
0.62613	0.018633	0.14979	20	0.6	3	100	1	1	1	1
0.62596	0.017868	0.12933	11	0.5	3	100	1	1	0.7	1
0.62582	0.017213	0.16434	4	0.4	4	10	1	1	1	1
0.62578	0.014178	0.19415	32	0.3	4	10	1	1	1	1
0.62573	0.018698	0.14536	11	0.7	3	100	1	1	1	1
0.62552	0.024195	0.17081	42	0.4	3	10	1	1	1	1
0.62538	0.019689	0.1749	7	0.3	4	1	1	1	1	1
0.62534	0.015859	0.28925	160	0.1	3	10	1	1	1	1
0.62505	0.017144	0.31363	62	0.1	6	10	1	1	1	1
0.62502	0.01795	0.16078	26	0.5	3	1	1	1	1	1
0.62441	0.018889	0.14544	11	0.4	3	1	1	1	1	1
0.62428	0.018878	0.32572	73	0.03	6	10	1	1	1	1
0.62409	0.017572	0.16574	4	0.6	4	1	1	1	1	1
0.62399	0.017456	0.1729	11	0.4	4	1	1	1	1	1
0.62333	0.015695	0.24647	35	0.1	5	1	1	1	1	1
0.62286	0.016924	0.15664	25	0.6	3	10	1	1	1	1
0.62247	0.01791	0.21136	10	0.4	5	1	1	1	1	1
0.6224	0.012179	0.21345	11	0.5	5	1	1	1	1	1
0.62238	0.022948	0.14745	6	0.6	3	1	1	1	1	1
0.62224	0.01739	0.29964	37	0.1	6	1	1	1	1	1
0.62217	0.016123	0.17115	5	0.6	4	10	1	1	1	1
0.62195	0.015707	0.16525	4	0.5	4	1	1	1	1	1
0.62133	0.018354	0.15383	12	0.7	3	10	1	1	1	1
0.62106	0.019684	0.23782	14	0.3	6	10	1	1	1	1
0.62102	0.019982	0.20575	8	0.5	5	10	1	1	1	1
0.62098	0.017355	0.20751	6	0.3	5	1	1	1	1	1
0.62085	0.012849	0.19356	6	0.4	5	10	1	1	1	1
0.62076	0.020789	0.19836	8	0.3	5	10	1	1	1	1
0.62062	0.017895	0.42791	117	0.03	6	1	1	1	1	1
0.62047	0.018347	0.16226	3	0.7	4	10	1	1	1	1
0.6193	0.015461	0.18855	3	0.7	5	10	1	1	1	1
0.61929	0.018151	0.17318	3	0.5	4	10	1	1	1	1
0.61882	0.016169	0.24646	24	0.4	6	10	1	1	1	1
0.61805	0.015674	0.16467	3	0.7	4	1	1	1	1	1
0.61804	0.012199	0.21783	4	0.7	6	10	1	1	1	1
0.61758	0.015724	0.25521	8	0.5	6	1	1	1	1	1
0.61728	0.01639	0.22454	8	0.5	6	10	1	1	1	1
0.61712	0.014225	0.23073	8	0.6	6	10	1	1	1	1
0.61625	0.017223	0.2642	14	0.3	6	1	1	1	1	1
0.61576	0.015346	0.25168	10	0.4	6	1	1	1	1	1
0.61496	0.018203	0.19175	5	0.6	5	10	1	1	1	1
0.61408	0.017876	0.20693	10	0.6	5	1	1	1	1	1
0.61407	0.020619	0.198	3	0.7	5	1	1	1	1	1
0.61116	0.012464	0.24314	4	0.7	6	1	1	1	1	1
0.60838	0.018481	0.25334	11	0.6	6	1	1	1	1	1
