cv_mean	cv_std	min_taken	best_iteration	eta	max_depth	min_child_weight	gamma	subsample	colsample_bytree	alpha
0.63144	0.014072	0.12727	71	0.3	1	100	1	0.6	1	1
0.6314	0.014287	0.19844	40	0.3	4	100	1	1	1	1
0.6314	0.017321	0.59712	366	0.03	5	100	1	1	1	1
0.63139	0.023634	0.432	515	0.03	1	100	1	0.9	1	1
0.63117	0.019067	0.34143	119	0.1	6	100	1	1	1	1
0.63114	0.019027	0.25775	170	0.3	2	100	1	0.8	1	1
0.63106	0.017283	0.36839	244	0.1	3	100	1	0.9	1	1
0.63076	0.016431	0.28825	94	0.1	5	100	1	1	1	1
0.63071	0.01832	0.20067	16	0.3	6	100	1	0.8	1	1
0.63057	0.01742	0.15691	12	0.3	3	100	1	0.9	1	1
0.63052	0.013012	0.21276	23	0.3	6	100	1	1	1	1
0.63048	0.019066	0.32531	105	0.1	6	100	1	0.9	1	1
0.6304	0.016037	0.36861	326	0.03	2	100	1	1	1	1
0.6304	0.016709	0.56241	471	0.03	3	100	1	1	1	1
0.63039	0.014517	0.19594	88	0.3	2	100	1	0.9	1	1
0.63034	0.019824	0.19995	31	0.3	4	100	1	0.9	1	1
0.63003	0.018221	0.47425	227	0.03	6	100	1	1	1	1
0.6298	0.016187	0.20491	45	0.1	4	100	1	0.6	0.9	1
0.62958	0.018218	0.25523	188	0.1	2	100	1	1	1	1
0.62952	0.022045	0.25807	159	0.03	2	100	1	0.7	1	1
0.62844	0.021039	0.18797	10	0.3	5	100	1	0.8	1	1
