cv_mean	cv_std	min_taken	best_iteration	eta	max_depth	min_child_weight	gamma	subsample	colsample_bytree	alpha
0.63757	0.017297	0.13653	68	0.1	3	100	1	1	1	1
0.6375	0.022963	0.10237	74	0.2	1	100	1	1	1	1
0.6375	0.020229	0.34798	577	0.03	1	100	1	0.7	0.8	1
0.63749	0.025282	0.13583	150	0.1	1	100	1	1	1	1
0.63734	0.024063	0.30041	527	0.03	1	100	1	1	0.6	1
0.63734	0.015916	0.19435	179	0.03	3	100	1	1	0.8	1
0.63727	0.016292	0.25459	263	0.02	3	100	1	1	1	1
0.63707	0.022883	0.28975	462	0.03	1	100	1	0.7	0.7	1
0.637	0.017765	0.093623	28	0.3	2	100	1	1	1	1
0.63694	0.025608	0.25655	400	0.03	1	100	1	0.7	0.5	1
0.63694	0.02454	0.24151	362	0.03	1	100	1	0.7	0.6	1
0.63692	0.018	0.23413	238	0.03	3	100	1	0.6	0.7	1
0.63691	0.017298	0.11299	34	0.2	3	100	1	1	1	1
0.63687	0.01638	0.21818	254	0.04	2	100	1	1	1	1
0.63686	0.018555	0.10331	19	0.3	3	100	1	1	1	1
0.63686	0.018512	0.56855	767	0.01	3	100	1	1	1	1
0.63684	0.01636	0.19646	166	0.03	3	100	1	0.6	0.8	1
0.63673	0.021394	0.096101	63	0.3	1	100	1	1	1	1
0.63654	0.017305	0.21263	154	0.03	4	100	1	1	1	1
0.63649	0.018778	0.30107	415	0.03	2	100	1	1	1	1
0.63649	0.018778	0.30377	415	0.03	2	100	1	1	1	1
0.63646	0.017379	0.18121	139	0.05	3	100	1	1	1	1
0.63636	0.022546	0.097881	28	0.2	2	100	1	1	1	1
0.63618	0.018532	0.19885	227	0.05	2	100	1	1	1	1
0.6361	0.01815	0.14769	61	0.1	4	100	1	1	1	1
0.63595	0.015755	0.27321	309	0.03	3	100	1	0.6	0.6	1
0.63571	0.017378	0.34161	491	0.02	2	100	1	1	1	1
0.63555	0.019979	0.569	910	0.01	2	100	1	1	1	1
0.63543	0.01784	0.2454	238	0.03	3	100	1	0.6	0.9	1
0.63523	0.020794	0.24765	371	0.03	1	100	1	0.6	0.5	1
0.6352	0.021927	0.17426	127	0.03	3	100	1	0.7	0.8	1
0.63512	0.014946	0.45173	804	0.03	1	100	1	0.6	0.7	1
0.63504	0.015045	0.27014	317	0.03	3	100	1	0.6	0.5	1
0.63493	0.021693	0.23975	344	0.03	1	100	1	0.6	0.9	1
0.63488	0.018707	0.23378	152	0.03	5	100	1	1	1	1
0.63473	0.018698	0.26087	401	0.03	1	100	1	0.6	0.8	1
0.6347	0.015304	0.11356	14	0.3	4	100	1	1	1	1
0.63466	0.020218	0.121	9	0.3	5	100	1	1	1	1
0.63437	0.01668	0.14532	36	0.1	5	100	1	1	1	1
0.63407	0.019604	0.23776	358	0.03	1	100	1	0.6	0.6	1
0.63401	0.016553	0.13093	95	0.1	2	100	1	1	1	1
0.63376	0.022167	0.14108	30	0.2	5	100	1	1	1	1
0.63362	0.017565	0.12267	21	0.2	4	100	1	1	1	1
0.61213	0.016152	0.10609	75	0.01	1	100	1	1	1	1
